單位代碼,單位全銜,單位縮寫,階層,上層單位代碼
395083000Y,臺南市將軍區漚汪國民小學,將軍區漚汪國小,2,395040000E
395083100Y,臺南市將軍區苓和國民小學,將軍區苓和國小,2,395040000E
395083200Y,臺南市將軍區鯤鯓國民小學,將軍區鯤鯓國小,2,395040000E
395083300Y,臺南市將軍區長平國民小學,將軍區長平國小,2,395040000E
395083400Y,臺南市北門區北門國民小學,北門區北門國小,2,395040000E
395083500Y,臺南市北門區蚵寮國民小學,北門區蚵寮國小,2,395040000E
395083600Y,臺南市北門區文山國民小學,北門區文山國小,2,395040000E
395083700Y,臺南市北門區錦湖國民小學,北門區錦湖國小,2,395040000E
395083800Y,臺南市北門區雙春國民小學,北門區雙春國小,2,395040000E
395083900Y,臺南市北門區三慈國民小學,北門區三慈國小,2,395040000E
395084000Y,臺南市學甲區學甲國民小學,學甲區學甲國小,2,395040000E
395084100Y,臺南市學甲區中洲國民小學,學甲區中洲國小,2,395040000E
395084200Y,臺南市學甲區宅港國民小學,學甲區宅港國小,2,395040000E
395084300Y,臺南市學甲區頂洲國民小學,學甲區頂洲國小,2,395040000E
395084400Y,臺南市學甲區東陽國民小學,學甲區東陽國小,2,395040000E
395084500Y,臺南市新營區新營國民小學,新營區新營國小,2,395040000E
395084600Y,臺南市新營區新民國民小學,新營區新民國小,2,395040000E
395084700Y,臺南市新營區新橋國民小學,新營區新橋國小,2,395040000E
395084800Y,臺南市新營區新興國民小學,新營區新興國小,2,395040000E
395084900Y,臺南市新營區新進國民小學,新營區新進國小,2,395040000E
395085000Y,臺南市新營區南梓國民小學,新營區南梓國小,2,395040000E
395085100Y,臺南市後壁區樹人國民小學,後壁區樹人國小,2,395040000E
395085200Y,臺南市東山區東山國民小學,東山區東山國小,2,395040000E
395085300Y,臺南市東山區聖賢國民小學,東山區聖賢國小,2,395040000E
395085400Y,臺南市東山區東原國民小學,東山區東原國小,2,395040000E
395085500Y,臺南市新營區新生國民小學,新營區新生國小,2,395040000E
395085600Y,臺南市新營區土庫國民小學,新營區土庫國小,2,395040000E
395085700Y,臺南市新營區公誠國民小學,新營區公誠國小,2,395040000E
395085800Y,臺南市鹽水區鹽水國民小學,鹽水區鹽水國小,2,395040000E
395085900Y,臺南市鹽水區歡雅國民小學,鹽水區歡雅國小,2,395040000E
395086000Y,臺南市鹽水區月津國民小學,鹽水區月津國小,2,395040000E
395086100Y,臺南市鹽水區竹埔國民小學,鹽水區竹埔國小,2,395040000E
395086200Y,臺南市鹽水區仁光國民小學,鹽水區仁光國小,2,395040000E
395086300Y,臺南市鹽水區岸內國民小學,鹽水區岸內國小,2,395040000E
395086400Y,臺南市白河區白河國民小學,白河區白河國小,2,395040000E
395086500Y,臺南市白河區玉豐國民小學,白河區玉豐國小,2,395040000E
395086600Y,臺南市白河區竹門國民小學,白河區竹門國小,2,395040000E
395086700Y,臺南市白河區內角國民小學,白河區內角國小,2,395040000E
395086800Y,臺南市白河區仙草國民小學,白河區仙草國小,2,395040000E
395086900Y,臺南市白河區河東國民小學,白河區河東國小,2,395040000E
395087000Y,臺南市白河區大竹國民小學,白河區大竹國小,2,395040000E
395087100Y,臺南市柳營區柳營國民小學,柳營區柳營國小,2,395040000E
395087200Y,臺南市柳營區果毅國民小學,柳營區果毅國小,2,395040000E
395087300Y,臺南市柳營區重溪國民小學,柳營區重溪國小,2,395040000E
395087400Y,臺南市柳營區太康國民小學,柳營區太康國小,2,395040000E
395087500Y,臺南市柳營區新山國民小學,柳營區新山國小,2,395040000E
395087600Y,臺南市後壁區後壁國民小學,後壁區後壁國小,2,395040000E
395087700Y,臺南市後壁區菁寮國民小學,後壁區菁寮國小,2,395040000E
395087800Y,臺南市後壁區安溪國民小學,後壁區安溪國小,2,395040000E
395087900Y,臺南市後壁區新東國民小學,後壁區新東國小,2,395040000E
395088000Y,臺南市後壁區永安國民小學,後壁區永安國小,2,395040000E
395088100Y,臺南市後壁區新嘉國民小學,後壁區新嘉國小,2,395040000E
395088200Y,臺南市東山區青山國民小學,東山區青山國小,2,395040000E
395088300Y,臺南市七股區大文國民小學,七股區大文國小,2,395040000E
395088400Y,臺南市善化區小新國民小學,善化區小新國小,2,395040000E
395088500Y,臺南市七股區樹林國民小學,七股區樹林國小,2,395040000E
395088600Y,臺南市西港區松林國民小學,西港區松林國小,2,395040000E
395088700Y,臺南市鹽水區文昌國民小學,鹽水區文昌國小,2,395040000E
395088800Y,臺南市南化區瑞峰國民小學,南化區瑞峰國小,2,395040000E
395088900Y,臺南市西港區港東國民小學,西港區港東國小,2,395040000E
395089000Y,臺南市關廟區文和國民小學,關廟區文和國小,2,395040000E
395089100Y,臺南市永康區永康國民小學,永康區永康國小,2,395040000E
395089200Y,臺南市永康區大灣國民小學,永康區大灣國小,2,395040000E
395089300Y,臺南市永康區三村國民小學,永康區三村國小,2,395040000E
395089400Y,臺南市永康區西勢國民小學,永康區西勢國小,2,395040000E
395089500Y,臺南市永康區復興國民小學,永康區復興國小,2,395040000E
395089600Y,臺南市永康區龍潭國民小學,永康區龍潭國小,2,395040000E
395089700Y,臺南市永康區大橋國民小學,永康區大橋國小,2,395040000E
395089800Y,臺南市永康區崑山國民小學,永康區崑山國小,2,395040000E
395089900Y,臺南市永康區五王國民小學,永康區五王國小,2,395040000E
395090000Y,臺南市歸仁區文化國民小學,歸仁區文化國小,2,395040000E
395090100Y,臺南市新化區正新國民小學,新化區正新國小,2,395040000E
395090200Y,臺南市佳里區信義國民小學,佳里區信義國小,2,395040000E
395090300Y,臺南市永康區永信國民小學,永康區永信國小,2,395040000E
395090400Y,臺南市新營區新泰國民小學,新營區新泰國小,2,395040000E
395090500Y,臺南市永康區勝利國民小學,永康區勝利國小,2,395040000E
395090600Y,臺南市歸仁區紅瓦厝國民小學,歸仁區紅瓦厝國小,2,395040000E
395090700Y,臺南市新化區口碑國民小學,新化區口碑國小,2,395040000E
395090800Y,臺南市鹽水區坔頭港國民小學,鹽水區坔頭港國小,2,395040000E
395090900Y,臺南市東山區吉貝耍國民小學,東山區吉貝耍國小,2,395040000E
395091000Y,臺南市安平區新南國民小學,安平區新南國小,2,395040000E
395099100Z,臺南市立第一幼兒園,第一幼兒園,2,395040000E
395110000G,臺南市政府工務局,工務局,1,395000000A
395110001-,臺南市政府工務局局長室,局長室,2,395110000G
395110002-,臺南市政府工務局副局長室,副局長室,2,395110000G
395110003-,臺南市政府工務局總工程司室,總工程司室,2,395110000G
395110004-,臺南市政府工務局副總工程司室,副總工程司室,2,395110000G
395110005-,臺南市政府工務局副主任秘書室,主任秘書室,2,395110000G
395110011-,臺南市政府工務局秘書室,秘書室,2,395110000G
395110012-,臺南市政府工務局人事室,人事室,2,395110000G
395110013-,臺南市政府工務局會計室,會計室,2,395110000G
395110014-,臺南市政府工務局政風室,政風室,2,395110000G
395110021-,臺南市政府工務局工程企劃科,工程企劃科,2,395110000G
395110022-,臺南市政府工務局採購品管科,採購品管科,2,395110000G
395110023-,臺南市政府工務局建築管理科,建築管理科,2,395110000G
3951100231,臺南市政府工務局建築管理科一股,建築管理科一股,3,395110023-
3951100232,臺南市政府工務局建築管理科二股,建築管理科二股,3,395110023-
395110024-,臺南市政府工務局使用管理科,使用管理科,2,395110000G
3951100241,臺南市政府工務局使用管理科一股,使用管理科一股,3,395110024-
3951100242,臺南市政府工務局使用管理科二股,使用管理科二股,3,395110024-
395110025-,臺南市政府工務局公園管理科,公園管理科,2,395110000G
3951100251,臺南市政府工務局公園管理科一股,公園管理科一股,3,395110025-
3951100252,臺南市政府工務局公園管理科二股,公園管理科二股,3,395110025-
395110026-,臺南市政府工務局養護工程科,養護工程科,2,395110000G
3951100261,臺南市政府工務局養護工程科一股,養護工程科一股,3,395110026-
3951100262,臺南市政府工務局養護工程科二股,養護工程科二股,3,395110026-
395110027-,臺南市政府工務局新建工程科,新建工程科,2,395110000G
3951100271,臺南市政府工務局新建工程科一股,新建工程科一股,3,395110027-
3951100272,臺南市政府工務局新建工程科二股,新建工程科二股,3,395110027-
3951100273,臺南市政府工務局新建工程科三股,新建工程科三股,3,395110027-
395110028-,臺南市政府工務局建築工程科,建築工程科,2,395110000G
395110031-,臺南市政府工務局第一工務大隊,第一工務大隊,2,395110000G
395110032-,臺南市政府工務局第二工務大隊,第二工務大隊,2,395110000G
395110033-,臺南市政府工務局第三工務大隊,第三工務大隊,2,395110000G
395120000J,臺南市政府社會局,社會局,1,395000000A
395120001-,臺南市政府社會局局長室,局長室,2,395120000J
395120002-,臺南市政府社會局副局長室,副局長室,2,395120000J
395120011-,臺南市政府社會局人事室,人事室,2,395120000J
395120012-,臺南市政府社會局會計室,會計室,2,395120000J
395120013-,臺南市政府社會局政風室,政風室,2,395120000J
395120014-,臺南市政府社會局秘書室,秘書室,2,395120000J
395120021-,臺南市政府社會局人民團體科,人民團體科,2,395120000J
395120022-,臺南市政府社會局社會工作及家庭福利科,社會工作及家庭福利科,2,395120000J
395120023-,臺南市政府社會局社會救助科,社會救助科,2,395120000J
395120024-,臺南市政府社會局身心障礙福利科,身心障礙福利科,2,395120000J
395120025-,臺南市政府社會局老人福利科,老人福利科,2,395120000J
395120026-,臺南市政府社會局婦女及兒童少年福利科,婦女及兒童少年福利科,2,395120000J
395120100J,臺南市立仁愛之家,仁愛之家,2,395120000J
395120111-,臺南市立仁愛之家業務組,業務組,3,395120100J
395120112-,臺南市立仁愛之家總務組,總務組,3,395120100J
395120200J,臺南市政府照顧服務管理中心,照顧服務管理中心,2,395120000J
395120201-,臺南市政府照顧服務管理中心照顧服務組,照顧服務組,3,395120200J
395120202-,臺南市政府照顧服務管理中心關懷服務組,關懷服務組,3,395120200J
395120300J,臺南市政府家庭暴力暨性侵害防治中心,家庭暴力暨性侵害防治中心,2,395120000J
395120301-,臺南市政府家庭暴力暨性侵害防治中心保護扶助組,保護扶助組,3,395120000J
395120302-,臺南市政府家庭暴力暨性侵害防治中心綜合規劃組,綜合規劃組,3,395120000J
395122000J,臺南市立小康幼兒園,小康幼兒園,2,395040000E
395122100J,臺南市立第二幼兒園,第二幼兒園,2,395040000E
395122200J,臺南市立第三幼兒園,第三幼兒園,2,395040000E
395122300J,臺南市立第四幼兒園,第四幼兒園,2,395040000E
395122400J,臺南市立第五幼兒園,第五幼兒園,2,395040000E
395122500J,臺南市立第六幼兒園,第六幼兒園,2,395040000E
395122700J,臺南市立麻豆幼兒園,麻豆幼兒園,2,395040000E
395122800J,臺南市立新化幼兒園,新化幼兒園,2,395040000E
395123000J,臺南市立學甲幼兒園,學甲幼兒園,2,395040000E
395123100J,臺南市立下營幼兒園,下營幼兒園,2,395040000E
395123200J,臺南市立六甲幼兒園,六甲幼兒園,2,395040000E
395123400J,臺南市立將軍幼兒園,將軍幼兒園,2,395040000E
395123500J,臺南市立新市幼兒園,新市幼兒園,2,395040000E
395123700J,臺南市立仁德幼兒園,仁德幼兒園,2,395040000E
395123800J,臺南市立歸仁幼兒園,歸仁幼兒園,2,395040000E
395123900J,臺南市立關廟幼兒園,關廟幼兒園,2,395040000E
395124100J,臺南市立永康幼兒園,永康幼兒園,2,395040000E
395130000C,臺南市政府警察局,警察局,1,395000000A
395130100C,臺南市政府警察局保安警察大隊,保安警察大隊,2,395130000C
395130200C,臺南市政府警察局刑事警察大隊,刑事警察大隊,2,395130000C
395130300C,臺南市政府警察局交通警察大隊,交通警察大隊,2,395130000C
395130500C,臺南市政府警察局婦幼警察隊,婦幼警察隊,2,395130000C
395132000C,臺南市政府警察局第一分局,第一分局,2,395130000C
395132100C,臺南市政府警察局第二分局,第二分局,2,395130000C
395132200C,臺南市政府警察局第三分局,第三分局,2,395130000C
395132300C,臺南市政府警察局第四分局,第四分局,2,395130000C
395132400C,臺南市政府警察局第五分局,第五分局,2,395130000C
395132500C,臺南市政府警察局第六分局,第六分局,2,395130000C
395132600C,臺南市政府警察局新營分局,新營分局,2,395130000C
395132700C,臺南市政府警察局白河分局,白河分局,2,395130000C
395132800C,臺南市政府警察局學甲分局,學甲分局,2,395130000C
395132900C,臺南市政府警察局佳里分局,佳里分局,2,395130000C
395133000C,臺南市政府警察局麻豆分局,麻豆分局,2,395130000C
395133100C,臺南市政府警察局善化分局,善化分局,2,395130000C
395133200C,臺南市政府警察局新化分局,新化分局,2,395130000C
395133300C,臺南市政府警察局玉井分局,玉井分局,2,395130000C
395133400C,臺南市政府警察局歸仁分局,歸仁分局,2,395130000C
395133500C,臺南市政府警察局永康分局,永康分局,2,395130000C
395135000C,臺南市政府警察局少年警察隊,少年警察隊,2,395130000C
395140000I,臺南市政府衛生局,衛生局,1,395000000A
395140100-,臺南市政府衛生局局長室,局長室,2,395140000I
395140200-,臺南市政府衛生局副局長室,副局長室,2,395140000I
395140300-,臺南市政府衛生局主任秘書室,主任秘書室,2,395140000I
395140400-,臺南市政府衛生局秘書室,秘書室,2,395140000I
395140401-,臺南市政府衛生局秘書室庶務股,庶務股,3,395140400-
395140402-,臺南市政府衛生局秘書室文書股,文書股,3,395140400-
395140500-,臺南市政府衛生局人事室,人事室,2,395140000I
395140600-,臺南市政府衛生局會計室,會計室,2,395140000I
395140700-,臺南市政府衛生局政風室,政風室,2,395140000I
395140800-,臺南市政府衛生局綜合企劃科,綜合企劃科,2,395140000I
395140801-,臺南市政府衛生局綜合企劃科施政管考股,施政管考股,3,395140800-
395140802-,臺南市政府衛生局綜合企劃科研究發展股,研究發展股,3,395140800-
395140900-,臺南市政府衛生局疾病管制科,疾病管制科,2,395140000I
395140901-,臺南市政府衛生局疾病管制科疾病監測股,疾病監測股,3,395140900-
395140902-,臺南市政府衛生局疾病管制科傳染病防治股,傳染病防治股,3,395140900-
395140903-,臺南市政府衛生局疾病管制科營業衛生管理股,營業衛生管理股,3,395140900-
395141000-,臺南市政府衛生局醫事科,醫事科,2,395140000I
395141001-,臺南市政府衛生局醫事科醫政股,醫政股,3,395141000-
395141002-,臺南市政府衛生局醫事科市醫管理股,市醫管理股,3,395141000-
395141003-,臺南市政府衛生局醫事科緊急救護股,緊急救護股,3,395141000-
395141100-,臺南市政府衛生局國民健康科,國民健康科,2,395140000I
395141101-,臺南市政府衛生局國民健康科健康促進股,健康促進股,3,395141100-
395141102-,臺南市政府衛生局國民健康科保健管理股,保健管理股,3,395141100-
395141103-,臺南市政府衛生局國民健康科婦幼健康股,婦幼健康股,3,395141100-
395141104-,臺南市政府衛生局國民健康科婦幼衛生股,婦幼衛生股,3,395141100-
395141200-,臺南市政府衛生局食品藥物管理科,食品藥物管理科,2,395140000I
395141201-,臺南市政府衛生局食品藥物管理科藥政股,藥政股,3,395141200-
395141202-,臺南市政府衛生局食品藥物管理科風險管理股,風險管理股,3,395141200-
395141203-,臺南市政府衛生局食品藥物管理科食品衛生股,食品衛生股,3,395141200-
395141300-,臺南市政府衛生局心理健康科,心理健康科,2,395140000I
395141301-,臺南市政府衛生局心理健康科心理衛生股,心理衛生股,3,395141300-
395141302-,臺南市政府衛生局心理健康科毒品防制及精神衛生股,毒品防制及精神衛生股,3,395141300-
395141400-,臺南市政府衛生局檢驗科,檢驗科,2,395140000I
395141401-,臺南市政府衛生局檢驗科分析化學股,分析化學股,3,395141400-
395141402-,臺南市政府衛生局檢驗科生物醫學股,生物醫學股,3,395141400-
395141500-,臺南市政府衛生局衛生稽查科,衛生稽查科,2,395140000I
395141501-,臺南市政府衛生局衛生稽查科醫菸稽查股,醫菸稽查股,3,395141500-
395141502-,臺南市政府衛生局衛生稽查科食藥稽查股,食藥稽查股,3,395141500-
395141503-,臺南市政府衛生局衛生稽查科綜合稽查股,綜合稽查股,3,395141500-
395141504-,臺南市政府衛生局衛生稽查科食品稽查股,食品稽查股,3,395141500-
395142000I,臺南市東區衛生所,東區衛生所,2,395140000I
395142100I,臺南市南區衛生所,南區衛生所,2,395140000I
395142200I,臺南市北區衛生所,北區衛生所,2,395140000I
395142300I,臺南市安南區衛生所,安南區衛生所,2,395140000I
395142400I,臺南市安平區衛生所,安平區衛生所,2,395140000I
395142500I,臺南市中西區衛生所,中西區衛生所,2,395140000I
395142600I,臺南市新營區衛生所,新營區衛生所,2,395140000I
395142700I,臺南市鹽水區衛生所,鹽水區衛生所,2,395140000I
395142800I,臺南市白河區衛生所,白河區衛生所,2,395140000I
395142900I,臺南市麻豆區衛生所,麻豆區衛生所,2,395140000I
395143000I,臺南市佳里區衛生所,佳里區衛生所,2,395140000I
395143100-,臺南市政府登革熱防治中心,登革熱防治中心,2,395140000I
395143100I,臺南市新化區衛生所,新化區衛生所,2,395140000I
395143101-,臺南市政府登革熱防治中心病媒蚊監測組 ,病媒蚊監測組 ,3,395143100-
395143102-,臺南市政府登革熱防治中心疫情分析組,疫情分析組,3,395143100-
395143103-,臺南市政府登革熱防治中心資訊組,資訊組,3,395143100-
395143104-,臺南市政府登革熱防治中心化學防治組,化學防治組及行政組,3,395143100-
395143105-,臺南市政府登革熱防治中心行政組,行政組,3,395143100-
395143200I,臺南市善化區衛生所,善化區衛生所,2,395140000I
395143300I,臺南市學甲區衛生所,學甲區衛生所,2,395140000I
395143400I,臺南市柳營區衛生所,柳營區衛生所,2,395140000I
395143500I,臺南市後壁區衛生所,後壁區衛生所,2,395140000I
395143600I,臺南市東山區衛生所,東山區衛生所,2,395140000I
395143700I,臺南市下營區衛生所,下營區衛生所,2,395140000I
395143800I,臺南市六甲區衛生所,六甲區衛生所,2,395140000I
395143900I,臺南市官田區衛生所,官田區衛生所,2,395140000I
395144000I,臺南市大內區衛生所,大內區衛生所,2,395140000I
395144100I,臺南市西港區衛生所,西港區衛生所,2,395140000I
395144200I,臺南市七股區衛生所,七股區衛生所,2,395140000I
395144300I,臺南市將軍區衛生所,將軍區衛生所,2,395140000I
395144400I,臺南市北門區衛生所,北門區衛生所,2,395140000I
395144500I,臺南市新市區衛生所,新市區衛生所,2,395140000I
395144600I,臺南市安定區衛生所,安定區衛生所,2,395140000I
395144700I,臺南市山上區衛生所,山上區衛生所,2,395140000I
395144800I,臺南市玉井區衛生所,玉井區衛生所,2,395140000I
395144900I,臺南市楠西區衛生所,楠西區衛生所,2,395140000I
395145000I,臺南市南化區衛生所,南化區衛生所,2,395140000I
395145100I,臺南市左鎮區衛生所,左鎮區衛生所,2,395140000I
395145200I,臺南市仁德區衛生所,仁德區衛生所,2,395140000I
395145300I,臺南市歸仁區衛生所,歸仁區衛生所,2,395140000I
395145400I,臺南市關廟區衛生所,關廟區衛生所,2,395140000I
395145500I,臺南市龍崎區衛生所,龍崎區衛生所,2,395140000I
395145600I,臺南市永康區衛生所,永康區衛生所,2,395140000I
395150000I,臺南市政府環境保護局,環境保護局,1,395000000A
395150001-,臺南市政府環境保護局局長室,局長室,2,395150000I
395150002-,臺南市政府環境保護局副局長室,副局長室,2,395150000I
395150003-,臺南市政府環境保護局主任秘書室,主任秘書室,2,395150000I
395150004-,臺南市政府環境保護局專門委員室,專門委員室,2,395150000I
395150005-,臺南市政府環境保護局簡任技正室,簡任技正室,2,395150000I
395150011-,臺南市政府環境保護局秘書室,秘書室,2,395150000I
3951500111,臺南市政府環境保護局秘書室採購股,採購股,3,395150011-
3951500112,臺南市政府環境保護局秘書室事務股,事務股,3,395150011-
395150012-,臺南市政府環境保護局人事室,人事室,2,395150000I
395150013-,臺南市政府環境保護局會計室,會計室,2,395150000I
395150014-,臺南市政府環境保護局政風室,政風室,2,395150000I
395150021-,臺南市政府環境保護局綜合規劃科,綜合規劃科,2,395150000I
3951500211,臺南市政府環境保護局綜合規劃科環境教育股,環境教育股,3,395150021-
3951500212,臺南市政府環境保護局綜合規劃科環境評估股,環境評估股,3,395150021-
395150022-,臺南市政府環境保護局空氣及噪音管理科,空氣及噪音管理科,2,395150000I
3951500221,臺南市政府環境保護局空氣及噪音管理科移動污染源管理股,移動污染源管理股,3,395150022-
3951500222,臺南市政府環境保護局空氣及噪音管理科固定污染源管理股,固定污染源管理股,3,395150022-
3951500223,臺南市政府環境保護局空氣及噪音管理科空氣品質管理股,空氣品質管理股,3,395150022-
395150023-,臺南市政府環境保護局土壤污染管理科,土壤污染管理科,2,395150000I
3951500231,臺南市政府環境保護局土壤污染管理科非法棄置管理股,非法棄置管理股,3,395150023-
3951500232,臺南市政府環境保護局土壤污染管理科土水防治股,土水防治股,3,395150023-
395150024-,臺南市政府環境保護局一般廢棄物管理科,一般廢棄物管理科,2,395150000I
3951500241,臺南市政府環境保護局一般廢棄物管理科一般廢棄物管理股,一般廢棄物管理股,3,395150024-
3951500242,臺南市政府環境保護局一般廢棄物管理科資源再利用股,資源再利用股,3,395150024-
395150025-,臺南市政府環境保護局事業廢棄物管理科,事業廢棄物管理科,2,395150000I
3951500251,臺南市政府環境保護局事業廢棄物管理科事業廢棄物管理股,事業廢棄物管理股,3,395150025-
3951500252,臺南市政府環境保護局事業廢棄物管理科清除處理機構管理股,清除處理機構管理股,3,395150025-
395150026-,臺南市政府環境保護局清淨家園管理科,清淨家園管理科,2,395150000I
3951500261,臺南市政府環境保護局清淨家園管理科環境衛生股,環境衛生股,3,395150026-
3951500262,臺南市政府環境保護局清淨家園管理科隊員管理股,隊員管理股,3,395150026-
395150027-,臺南市政府環境保護局水域及毒物管理科,水域及毒物管理科,2,395150000I
3951500271,臺南市政府環境保護局水域及毒物管理科毒物及環藥管理股,毒物及環藥管理股,3,395150027-
3951500272,臺南市政府環境保護局水域及毒物管理科水質保護股,水質保護股,3,395150027-
395150028-,臺南市政府環境保護局稽查檢驗科,稽查檢驗科,2,395150000I
3951500281,臺南市政府環境保護局環境稽查科環境稽查股,環境稽查股,3,395150028-
3951500282,臺南市政府環境保護局環境稽查科檢驗裁決股,檢驗裁決股,3,395150028-
3951500401,臺南市政府環境保護局清潔管理科東區清潔隊,東區清潔隊,3,395150026-
3951500402,臺南市政府環境保護局清潔管理科中西安平區清潔隊,中西安平區清潔隊,3,395150026-
3951500403,臺南市政府環境保護局清潔管理科南區清潔隊,南區清潔隊,3,395150026-
3951500404,臺南市政府環境保護局清潔管理科北區清潔隊,北區清潔隊,3,395150026-
3951500405,臺南市政府環境保護局清潔管理科安南區清潔隊,安南區清潔隊,3,395150026-
3951500406,臺南市政府環境保護局清潔管理科資源回收隊,資源回收隊,3,395150026-
3951500407,臺南市政府環境保護局清潔管理科新營區清潔隊,新營區清潔隊,3,395150026-
3951500408,臺南市政府環境保護局清潔管理科永康區清潔隊,永康區清潔隊,3,395150026-
3951500409,臺南市政府環境保護局清潔管理科鹽水區清潔隊,鹽水區清潔隊,3,395150026-
3951500410,臺南市政府環境保護局清潔管理科白河區清潔,白河區清潔,3,395150026-
3951500411,臺南市政府環境保護局清潔管理科麻豆區清潔隊,麻豆區清潔隊,3,395150026-
3951500412,臺南市政府環境保護局清潔管理科佳里區清潔隊,佳里區清潔隊,3,395150026-
3951500413,臺南市政府環境保護局清潔管理科新化區清潔隊,新化區清潔隊,3,395150026-
3951500414,臺南市政府環境保護局清潔管理科善化區清潔隊,善化區清潔隊,3,395150026-
3951500415,臺南市政府環境保護局清潔管理科學甲區清潔隊,學甲區清潔隊,3,395150026-
3951500416,臺南市政府環境保護局清潔管理科柳營區清潔隊,柳營區清潔隊,3,395150026-
3951500417,臺南市政府環境保護局清潔管理科後壁區清潔隊,後壁區清潔隊,3,395150026-
3951500418,臺南市政府環境保護局清潔管理科東山區清潔隊,東山區清潔隊,3,395150026-
3951500419,臺南市政府環境保護局清潔管理科下營區清潔隊,下營區清潔隊,3,395150026-
3951500420,臺南市政府環境保護局清潔管理科六甲區清潔隊,六甲區清潔隊,3,395150026-
3951500421,臺南市政府環境保護局清潔管理科官田區清潔隊,官田區清潔隊,3,395150026-
3951500422,臺南市政府環境保護局清潔管理科大內區清潔隊,大內區清潔隊,3,395150026-
3951500423,臺南市政府環境保護局清潔管理科西港區清潔隊,西港區清潔隊,3,395150026-
3951500424,臺南市政府環境保護局清潔管理科七股區清潔隊,七股區清潔隊,3,395150026-
3951500425,臺南市政府環境保護局清潔管理科將軍區清潔隊,將軍區清潔隊,3,395150026-
3951500426,臺南市政府環境保護局清潔管理科北門區清潔隊,北門區清潔隊,3,395150026-
3951500427,臺南市政府環境保護局清潔管理科新市區清潔隊,新市區清潔隊,3,395150026-
3951500428,臺南市政府環境保護局清潔管理科安定區清潔隊,安定區清潔隊,3,395150026-
3951500429,臺南市政府環境保護局清潔管理科山上區清潔隊,山上區清潔隊,3,395150026-
3951500430,臺南市政府環境保護局清潔管理科玉井區清潔隊,玉井區清潔隊,3,395150026-
3951500431,臺南市政府環境保護局清潔管理科楠西區清潔隊,楠西區清潔隊,3,395150026-
3951500432,臺南市政府環境保護局清潔管理科南化區清潔隊,南化區清潔隊,3,395150026-
3951500433,臺南市政府環境保護局清潔管理科左鎮區清潔隊,左鎮區清潔隊,3,395150026-
3951500434,臺南市政府環境保護局清潔管理科仁德區清潔隊,仁德區清潔隊,3,395150026-
3951500435,臺南市政府環境保護局清潔管理科歸仁區清潔隊,歸仁區清潔隊,3,395150026-
3951500436,臺南市政府環境保護局清潔管理科關廟區清潔隊,關廟區清潔隊,3,395150026-
3951500437,臺南市政府環境保護局清潔管理科龍崎區清潔隊,龍崎區清潔隊,3,395150026-
395160000A,臺南市政府地政局,地政局,1,395000000A
395160011-,臺南市政府地政局政風室,政風室,2,395160000A
395160012-,臺南市政府地政局會計室,會計室,2,395160000A
395160013-,臺南市政府地政局人事室,人事室,2,395160000A
395160014-,臺南市政府地政局秘書室,秘書室,2,395160000A
395160021-,臺南市政府地政局地籍科,地籍科,2,395160000A
395160022-,臺南市政府地政局市地重劃科,市地重劃科,2,395160000A
395160023-,臺南市政府地政局資訊地價科,資訊地價科,2,395160000A
395160024-,臺南市政府地政局地用科,地用科,2,395160000A
395160025-,臺南市政府地政局測量科,測量科,2,395160000A
3951600251,臺南市政府地政局測量科第一股,測量科第一股,3,395160025-
3951600252,臺南市政府地政局測量科第二股,測量科第二股,3,395160025-
395160026-,臺南市政府地政局區段徵收科,區段徵收科,2,395160000A
395160027-,臺南市政府地政局農地重劃科,農地重劃科,2,395160000A
395160028-,臺南市政府地政局開發工程科,開發工程科,2,395160000A
395162000A,臺南市臺南地政事務所,臺南地政事務所,2,395160000A
395162011-,臺南市臺南地政事務所人事室,人事室,3,395162000A
395162012-,臺南市臺南地政事務所會計室,會計室,3,395162000A
395162013-,臺南市臺南地政事務所登記課,登記課,3,395162000A
395162014-,臺南市臺南地政事務所測量課,測量課,3,395162000A
395162015-,臺南市臺南地政事務所地價課,地價課,3,395162000A
395162016-,臺南市臺南地政事務所地用課,地用課,3,395162000A
395162017-,臺南市臺南地政事務所資訊課,資訊課,3,395162000A
395162100A,臺南市安南地政事務所,安南地政事務所,2,395160000A
395162200A,臺南市東南地政事務所,東南地政事務所,2,395160000A
395162300A,臺南市鹽水地政事務所,鹽水地政事務所,2,395160000A
395162400A,臺南市白河地政事務所,白河地政事務所,2,395160000A
395162500A,臺南市麻豆地政事務所,麻豆地政事務所,2,395160000A
395162600A,臺南市佳里地政事務所,佳里地政事務所,2,395160000A
395162700A,臺南市新化地政事務所,新化地政事務所,2,395160000A
395162800A,臺南市玉井地政事務所,玉井地政事務所,2,395160000A
395162900A,臺南市歸仁地政事務所,歸仁地政事務所,2,395160000A
395163000A,臺南市永康地政事務所,永康地政事務所,2,395160000A
395170000G,臺南市政府經濟發展局,經濟發展局,1,395000000A
395170001-,臺南市政府經濟發展局局長室,局長室,2,395170000G
395170002-,臺南市政府經濟發展局副局長室,副局長室,2,395170000G
395170011-,臺南市政府經濟發展局人事室,人事室,2,395170000G
395170012-,臺南市政府經濟發展局會計室,會計室,2,395170000G
395170013-,臺南市政府經濟發展局政風室,政風室,2,395170000G
395170014-,臺南市政府經濟發展局秘書室,秘書室,2,395170000G
